time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain_sum
2023-08-27,29.2,15.3,21.3,0.0
2023-08-28,23.0,15.7,18.5,0.0
2023-08-29,16.7,14.8,15.4,8.7
2023-08-30,21.2,14.5,17.4,0.0
2023-08-31,19.2,14.8,16.6,0.0
2023-09-01,22.3,13.8,17.6,0.0
2023-09-02,24.9,13.6,18.7,0.0
2023-09-03,20.1,14.1,16.3,0.7
2023-09-04,18.7,13.3,15.9,0.0
2023-09-05,21.0,14.2,16.5,0.0
2023-09-06,20.3,12.1,15.8,0.0
2023-09-07,20.6,12.6,16.2,0.0
2023-09-08,20.6,10.8,15.6,0.0
2023-09-09,22.2,10.6,16.5,0.0
2023-09-10,24.9,13.6,18.6,0.0
2023-09-11,21.6,15.5,17.8,0.0
2023-09-12,16.7,13.2,15.0,0.0
2023-09-13,19.5,13.1,16.0,0.0
2023-09-14,20.9,10.9,15.5,0.0
2023-09-15,24.0,10.3,16.6,0.0
2023-09-16,23.7,10.0,16.8,0.0
2023-09-17,19.4,11.7,15.5,1.1
2023-09-18,17.6,11.4,14.3,0.7
2023-09-19,15.2,10.4,12.3,12.6
2023-09-20,16.2,11.3,13.3,0.0
2023-09-21,19.0,9.8,13.9,0.0
2023-09-22,21.8,8.8,14.9,0.0
2023-09-23,15.9,11.4,13.7,0.4
2023-09-24,18.4,8.7,13.1,2.6
2023-09-25,15.1,13.2,14.1,13.7
2023-09-26,15.8,12.0,13.1,0.0
2023-09-27,14.3,10.9,12.6,3.2
2023-09-28,14.4,9.2,11.7,0.4
2023-09-29,13.7,8.1,11.0,0.0
2023-09-30,14.6,8.9,11.6,0.0
2023-10-01,15.3,7.5,11.0,0.0
2023-10-02,12.5,10.0,11.4,1.5
2023-10-03,14.2,9.2,12.0,0.0
2023-10-04,14.7,10.5,13.1,0.0
2023-10-05,16.6,12.3,14.3,0.0
2023-10-06,18.8,10.2,13.8,0.0
2023-10-07,20.1,9.4,14.2,0.0
2023-10-08,20.8,11.3,15.5,0.0
2023-10-09,16.6,13.6,15.0,26.0
2023-10-10,13.2,11.1,12.0,2.6
2023-10-11,14.8,9.5,12.6,0.4
2023-10-12,15.7,8.0,11.2,0.0
2023-10-13,17.8,6.8,12.2,0.4
2023-10-14,16.2,12.4,13.8,0.0
2023-10-15,18.3,12.3,14.7,2.2
2023-10-16,15.2,11.1,13.8,32.2
2023-10-17,12.6,8.1,10.5,21.6
2023-10-18,13.6,10.6,12.0,64.0
2023-10-19,15.6,13.5,14.3,15.9
2023-10-20,14.0,10.8,12.5,0.0
2023-10-21,12.4,10.8,11.5,0.0
2023-10-22,11.3,6.8,10.1,0.0
2023-10-23,10.2,6.5,8.3,0.0
2023-10-24,7.4,5.4,6.2,7.3
2023-10-25,10.7,3.5,7.0,0.4
2023-10-26,8.8,2.0,4.6,0.0
2023-10-27,8.4,1.4,4.2,0.0
2023-10-28,7.7,-0.9,3.2,0.0
2023-10-29,8.9,-1.0,3.5,0.0
2023-10-30,9.8,-1.0,3.8,0.0
2023-10-31,10.2,0.9,4.7,0.0
2023-11-01,11.0,2.8,6.8,1.8
2023-11-02,14.4,8.7,11.3,23.6
2023-11-03,12.9,9.0,11.0,1.1
2023-11-04,16.9,11.1,13.0,39.0
2023-11-05,13.3,10.2,11.4,34.5
2023-11-06,11.6,9.6,10.3,8.0
2023-11-07,9.8,6.3,8.5,0.0
2023-11-08,8.5,5.5,7.0,0.0
2023-11-09,9.6,4.7,7.3,4.4
2023-11-10,8.8,6.0,7.8,16.9
2023-11-11,11.0,5.7,8.5,6.5
2023-11-12,10.8,5.1,7.5,1.1
2023-11-13,9.1,3.2,6.7,0.7
2023-11-14,8.0,0.9,3.9,0.0
2023-11-15,7.8,1.7,4.2,0.0
2023-11-16,7.6,0.8,3.5,0.0
2023-11-17,8.9,0.1,3.6,0.0
2023-11-18,10.5,1.1,5.1,0.0
2023-11-19,8.5,4.8,7.4,5.0
2023-11-20,8.7,3.3,5.2,0.0
2023-11-21,8.7,0.0,4.8,9.1
2023-11-22,8.2,3.7,6.4,0.4
2023-11-23,7.6,0.8,3.5,0.0
2023-11-24,6.8,-0.7,2.5,0.0
2023-11-25,7.0,-0.3,2.7,0.0
2023-11-26,5.7,-0.4,2.9,0.0
2023-11-27,6.2,2.1,3.7,0.0
2023-11-28,4.8,-0.4,2.1,0.0
2023-11-29,5.0,-1.3,1.4,0.0
2023-11-30,5.0,-0.1,2.2,2.9
2023-12-01,4.6,2.8,3.6,8.3
2023-12-02,8.2,3.2,5.1,28.8
2023-12-03,7.6,4.4,5.7,9.8
2023-12-04,9.6,4.9,7.1,48.9
2023-12-05,11.3,8.7,10.0,13.8
2023-12-06,9.2,6.7,8.2,3.7
2023-12-07,7.2,3.7,5.9,6.0
2023-12-08,6.3,0.5,2.7,0.0
2023-12-09,4.4,1.5,2.9,14.7
2023-12-10,7.2,4.6,5.9,2.5
2023-12-11,7.3,4.5,5.9,0.0
2023-12-12,7.0,1.2,5.0,0.0
2023-12-13,7.2,0.4,4.4,0.0
2023-12-14,6.5,5.2,5.9,1.9
2023-12-15,10.6,4.8,6.9,4.7
2023-12-16,9.0,4.0,5.9,0.0
2023-12-17,9.6,3.3,6.0,0.0
2023-12-18,8.3,4.9,6.9,0.4
2023-12-19,11.0,8.0,9.3,1.9
2023-12-20,10.4,9.0,9.6,6.5
2023-12-21,9.9,8.1,9.0,4.1
2023-12-22,8.7,5.0,7.3,13.0
2023-12-23,5.6,0.6,2.9,0.0
2023-12-24,5.0,0.0,2.7,0.0
2023-12-25,10.0,4.9,7.1,6.9
2023-12-26,10.2,5.4,8.1,1.8
2023-12-27,10.7,7.5,9.2,0.0
2023-12-28,10.9,9.4,10.2,1.9
2023-12-29,12.7,8.4,10.3,0.0
2023-12-30,11.2,8.7,10.3,3.6
2023-12-31,9.3,4.8,7.4,0.0
2024-01-01,6.6,2.1,4.2,0.0
2024-01-02,7.4,3.2,5.5,0.8
2024-01-03,9.7,5.3,7.3,0.8
2024-01-04,7.8,4.3,6.5,13.0
2024-01-05,6.6,3.7,5.5,27.1
2024-01-06,6.5,2.5,4.6,3.6
2024-01-07,4.4,0.3,2.0,0.0
2024-01-08,3.6,0.7,1.8,22.4
2024-01-09,7.1,3.4,5.4,8.6
2024-01-10,5.2,1.8,3.2,0.0
2024-01-11,3.0,-6.6,-0.8,0.2
2024-01-12,-7.0,-12.6,-10.2,0.0
2024-01-13,-3.6,-12.8,-9.3,0.0
2024-01-14,-1.8,-8.6,-5.9,0.0
2024-01-15,1.5,-8.4,-4.3,0.0
2024-01-16,-0.3,-6.3,-3.0,0.0
2024-01-17,-0.2,-4.2,-1.4,7.7
2024-01-18,1.6,-3.8,-1.4,4.0
2024-01-19,2.7,-0.6,1.1,16.6
2024-01-20,1.8,-1.1,0.9,0.0
2024-01-21,6.9,1.6,4.5,5.9
2024-01-22,7.2,6.0,6.5,4.9
2024-01-23,8.6,6.4,7.1,4.1
2024-01-24,7.6,6.1,6.9,4.0
2024-01-25,7.7,6.8,7.2,1.6
2024-01-26,10.5,7.1,8.4,9.0
2024-01-27,11.3,8.8,10.0,65.7
2024-01-28,12.5,10.3,11.4,23.1
2024-01-29,16.2,11.3,12.7,0.4
2024-01-30,14.7,11.0,12.1,0.4
2024-01-31,14.0,11.1,12.3,3.0
2024-02-01,12.4,9.3,10.8,0.4
2024-02-02,10.7,7.5,9.3,0.0
2024-02-03,7.9,4.1,6.0,0.0
2024-02-04,7.6,2.6,5.4,0.0
2024-02-05,6.9,1.1,3.9,0.0
2024-02-06,7.0,2.0,4.1,0.0
2024-02-07,7.7,1.2,4.3,0.0
2024-02-08,6.5,2.7,4.2,0.0
2024-02-09,6.6,-0.9,2.9,0.0
2024-02-10,7.8,1.7,4.4,0.0
2024-02-11,6.9,4.8,5.8,18.9
2024-02-12,8.5,3.3,6.4,11.8
2024-02-13,7.9,2.1,4.8,0.0
2024-02-14,7.1,-1.0,2.8,0.0
2024-02-15,7.9,2.1,4.0,0.0
2024-02-16,11.5,-1.1,3.9,0.0
2024-02-17,9.5,-0.9,3.9,0.0
2024-02-18,8.6,2.7,5.4,0.0
2024-02-19,8.7,1.7,5.0,0.0
2024-02-20,8.6,4.4,6.5,4.3
2024-02-21,9.4,6.8,8.0,11.6
2024-02-22,11.0,5.1,8.3,3.7
2024-02-23,9.6,2.3,5.9,0.0
2024-02-24,8.8,4.8,7.1,0.0
2024-02-25,9.5,2.3,6.5,0.9
2024-02-26,5.8,-0.0,2.5,0.0
2024-02-27,3.4,-2.4,0.7,3.7
2024-02-28,8.1,2.0,5.6,52.5
2024-02-29,6.7,2.8,4.6,6.7
2024-03-01,5.6,1.9,3.4,2.4
2024-03-02,6.7,0.5,2.8,0.4
2024-03-03,3.9,0.8,2.5,5.5
2024-03-04,5.5,0.3,2.4,0.5
2024-03-05,4.8,-1.7,1.3,0.0
2024-03-06,4.7,-0.5,1.9,0.0
2024-03-07,6.6,-1.6,2.7,0.0
2024-03-08,5.9,3.0,4.4,2.5
2024-03-09,9.8,5.3,6.9,1.8
2024-03-10,8.6,5.7,6.7,2.2
2024-03-11,6.7,4.1,5.8,8.1
2024-03-12,10.3,4.3,7.2,0.8
2024-03-13,10.0,3.0,5.9,0.0
2024-03-14,9.8,1.7,5.8,0.0
2024-03-15,12.4,2.5,7.0,0.0
2024-03-16,16.1,3.1,9.1,0.0
2024-03-17,15.8,4.9,10.3,0.0
2024-03-18,13.8,4.1,8.8,0.0
2024-03-19,13.7,3.5,8.4,0.0
2024-03-20,10.8,5.1,8.1,0.0
2024-03-21,12.3,5.4,8.7,0.0
2024-03-22,11.9,7.5,9.4,2.9
2024-03-23,10.0,6.7,8.4,0.4
2024-03-24,12.8,1.9,7.6,0.0
2024-03-25,10.7,6.6,8.3,0.0
2024-03-26,11.3,5.9,7.9,0.0
2024-03-27,8.9,5.6,6.8,17.8
2024-03-28,10.3,5.8,7.5,2.2
2024-03-29,11.9,5.6,8.1,0.0
2024-03-30,10.1,2.8,6.6,0.0
2024-03-31,13.2,2.3,7.7,0.0
2024-04-01,15.9,4.9,10.2,0.0
2024-04-02,12.7,7.4,10.6,3.7
2024-04-03,10.0,3.1,6.6,0.0
2024-04-04,10.9,3.6,7.3,0.0
2024-04-05,13.5,3.7,8.4,0.0
2024-04-06,12.3,3.8,8.0,0.0
2024-04-07,11.7,6.0,8.3,0.0
2024-04-08,8.2,5.1,6.3,16.4
2024-04-09,12.4,6.1,9.0,0.0
2024-04-10,13.0,2.9,8.1,0.0
2024-04-11,9.6,6.3,7.7,0.8
2024-04-12,11.5,6.1,8.5,0.0
2024-04-13,13.3,3.6,8.8,0.0
2024-04-14,13.9,3.9,9.4,0.0
2024-04-15,11.7,6.2,8.5,0.0
2024-04-16,11.3,2.4,7.2,0.0
2024-04-17,14.0,1.9,7.9,0.0
2024-04-18,17.3,3.4,10.8,0.0
2024-04-19,19.0,4.2,11.9,0.0
2024-04-20,21.4,5.5,11.8,1.2
2024-04-21,13.7,6.0,9.7,0.0
2024-04-22,15.0,3.9,9.4,0.0
2024-04-23,19.2,5.1,11.8,0.0
2024-04-24,11.7,8.3,9.8,0.8
2024-04-25,10.7,7.7,8.9,8.6
2024-04-26,13.5,8.7,10.3,3.3
2024-04-27,10.6,8.5,9.6,1.9
2024-04-28,11.0,7.0,8.9,0.0
2024-04-29,11.9,4.0,8.1,1.1
2024-04-30,11.6,5.2,8.2,2.8
2024-05-01,14.1,4.3,9.0,0.0
2024-05-02,17.0,4.2,10.7,0.0
2024-05-03,20.8,6.3,13.7,0.0
2024-05-04,19.3,10.9,14.6,0.0
2024-05-05,12.9,8.9,11.3,1.9
2024-05-06,13.4,8.4,10.2,0.0
2024-05-07,14.4,6.1,10.3,0.0
2024-05-08,16.5,4.9,11.2,0.0
2024-05-09,21.8,7.9,14.8,0.0
2024-05-10,25.2,9.8,17.2,0.0
2024-05-11,23.0,10.2,17.0,0.0
2024-05-12,20.8,11.3,15.6,0.0
2024-05-13,18.4,11.1,14.6,0.0
