time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain_sum
2022-01-01,0.9,-8.8,-3.9,0.0
2022-01-02,3.2,0.1,1.9,6.9
2022-01-03,2.6,-0.6,1.4,5.6
2022-01-04,2.3,-0.6,0.6,3.5
2022-01-05,0.1,-2.8,-1.5,0.1
2022-01-06,4.3,-2.4,0.3,19.7
2022-01-07,4.4,0.1,2.5,11.2
2022-01-08,2.5,-2.4,0.1,2.4
2022-01-09,6.8,0.5,2.7,0.0
2022-01-10,6.8,-0.1,3.6,5.4
2022-01-11,9.4,6.4,7.6,30.0
2022-01-12,10.1,7.9,8.7,30.4
2022-01-13,11.1,4.7,8.2,0.0
2022-01-14,9.0,4.7,6.7,0.0
2022-01-15,6.7,4.8,5.6,0.0
2022-01-16,7.1,4.6,5.4,0.0
2022-01-17,6.7,3.9,5.3,0.4
2022-01-18,7.1,5.1,6.0,0.0
2022-01-19,8.6,6.0,7.0,3.0
2022-01-20,10.1,5.4,7.4,21.8
2022-01-21,6.9,2.2,4.5,0.0
2022-01-22,6.1,2.2,3.8,0.0
2022-01-23,3.6,1.0,2.4,0.0
2022-01-24,3.5,1.4,2.5,0.0
2022-01-25,3.1,0.5,1.9,0.0
2022-01-26,3.5,1.1,2.0,0.0
2022-01-27,4.1,0.3,1.6,0.0
2022-01-28,7.2,-1.4,1.7,0.0
2022-01-29,6.9,0.3,3.0,4.7
2022-01-30,6.7,3.7,5.1,20.8
2022-01-31,6.4,2.2,3.9,0.0
2022-02-01,5.4,0.0,2.5,0.0
2022-02-02,1.1,-1.3,0.1,0.0
2022-02-03,4.9,1.4,3.2,1.1
2022-02-04,6.9,4.4,5.6,13.4
2022-02-05,7.6,3.8,5.8,0.0
2022-02-06,7.6,0.8,3.7,0.0
2022-02-07,11.5,3.7,7.0,0.4
2022-02-08,7.6,3.2,5.5,4.1
2022-02-09,8.2,5.3,6.5,1.1
2022-02-10,7.0,4.4,6.0,0.0
2022-02-11,8.4,2.6,5.0,0.0
2022-02-12,8.6,0.3,3.8,0.0
2022-02-13,10.5,-0.1,4.6,0.0
2022-02-14,8.1,4.0,6.0,1.8
2022-02-15,8.1,4.1,5.8,0.0
2022-02-16,7.8,2.6,4.9,0.0
2022-02-17,8.7,2.6,5.9,0.0
2022-02-18,8.6,4.5,6.4,0.0
2022-02-19,7.6,3.7,5.4,0.0
2022-02-20,7.2,2.2,4.5,0.0
2022-02-21,7.0,-0.1,2.9,0.0
2022-02-22,2.1,-3.1,-0.7,0.0
2022-02-23,1.1,-5.7,-1.9,0.0
2022-02-24,3.9,-4.0,-0.6,0.0
2022-02-25,5.3,-4.5,-0.0,0.0
2022-02-26,8.0,-1.9,2.6,8.2
2022-02-27,10.3,5.2,7.5,26.5
2022-02-28,8.8,6.5,7.4,16.7
2022-03-01,12.2,6.9,9.0,29.1
2022-03-02,11.0,6.0,8.5,1.5
2022-03-03,9.0,4.9,6.8,0.0
2022-03-04,8.8,3.8,6.0,0.0
2022-03-05,9.0,2.5,5.3,0.0
2022-03-06,9.6,1.3,5.1,0.0
2022-03-07,8.7,2.7,5.7,0.0
2022-03-08,10.0,4.5,6.8,0.0
2022-03-09,7.4,0.3,3.9,0.0
2022-03-10,7.0,-2.0,2.3,0.0
2022-03-11,4.9,2.2,3.1,3.4
2022-03-12,10.1,2.7,5.6,6.4
2022-03-13,10.0,5.0,7.2,5.0
2022-03-14,7.5,5.6,6.6,26.7
2022-03-15,9.8,5.5,7.2,1.1
2022-03-16,10.4,2.0,6.2,0.0
2022-03-17,6.1,5.1,5.5,6.8
2022-03-18,9.2,4.9,6.7,0.0
2022-03-19,9.4,4.3,6.9,2.5
2022-03-20,6.3,1.7,4.2,6.2
2022-03-21,8.3,4.1,5.9,11.2
2022-03-22,11.6,6.8,8.7,5.3
2022-03-23,11.2,6.3,9.7,3.6
2022-03-24,10.2,2.1,6.1,0.0
2022-03-25,12.3,3.9,7.7,0.0
2022-03-26,11.4,6.7,8.7,5.1
2022-03-27,12.8,8.0,9.6,0.5
2022-03-28,11.4,7.7,9.2,0.0
2022-03-29,13.7,5.7,9.5,0.0
2022-03-30,11.2,6.1,8.7,0.0
2022-03-31,10.3,3.8,7.1,0.0
2022-04-01,9.1,3.9,6.6,0.4
2022-04-02,10.8,4.5,7.4,0.0
2022-04-03,8.5,5.9,7.0,17.1
2022-04-04,7.5,5.1,6.4,11.9
2022-04-05,10.1,4.6,6.9,0.0
2022-04-06,11.5,1.4,6.7,0.0
2022-04-07,14.7,5.6,10.3,0.0
2022-04-08,11.0,5.9,9.1,1.4
2022-04-09,9.4,3.9,6.5,0.0
2022-04-10,7.5,3.1,5.2,0.1
2022-04-11,12.7,1.1,6.8,0.0
2022-04-12,5.9,2.4,4.3,0.0
2022-04-13,9.1,1.0,5.0,0.0
2022-04-14,11.5,0.6,6.2,0.0
2022-04-15,9.0,1.9,4.7,0.4
2022-04-16,10.8,0.8,5.7,0.0
2022-04-17,13.0,2.6,7.3,0.0
2022-04-18,8.4,5.1,7.1,8.7
2022-04-19,10.3,4.2,6.9,0.0
2022-04-20,14.0,1.5,7.5,0.4
2022-04-21,11.8,5.1,7.7,1.5
2022-04-22,13.0,4.4,8.9,0.0
2022-04-23,15.4,3.3,9.6,0.0
2022-04-24,18.2,5.4,11.2,0.8
2022-04-25,11.8,7.2,9.7,2.2
2022-04-26,10.7,3.5,7.4,0.0
2022-04-27,11.5,2.7,7.1,0.0
2022-04-28,13.0,3.3,8.0,0.0
2022-04-29,14.1,4.4,9.3,0.0
2022-04-30,12.8,7.7,9.9,2.2
2022-05-01,14.9,4.9,10.4,0.0
2022-05-02,13.0,9.2,10.7,1.5
2022-05-03,12.2,7.9,9.7,1.2
2022-05-04,13.1,7.1,9.7,0.7
2022-05-05,9.8,7.6,8.5,9.7
2022-05-06,12.9,5.2,8.9,0.0
2022-05-07,13.3,3.3,8.6,0.0
2022-05-08,11.5,4.6,8.1,0.0
2022-05-09,13.1,5.9,9.2,0.0
2022-05-10,14.4,6.1,9.8,0.0
2022-05-11,14.0,6.3,9.8,0.0
2022-05-12,9.2,6.4,8.0,8.1
2022-05-13,12.0,4.1,8.5,1.4
2022-05-14,13.7,6.7,9.5,0.0
2022-05-15,12.8,9.4,11.0,27.6
2022-05-16,14.6,8.7,12.1,0.0
2022-05-17,13.9,6.2,10.2,0.0
2022-05-18,13.3,7.6,9.9,9.7
2022-05-19,13.6,6.6,9.9,0.0
2022-05-20,17.1,5.2,11.1,0.0
2022-05-21,19.1,6.8,13.0,0.0
2022-05-22,20.5,7.4,14.3,0.0
2022-05-23,17.9,11.3,14.4,0.0
2022-05-24,15.9,9.1,12.5,0.0
2022-05-25,18.6,10.6,13.6,0.8
2022-05-26,17.0,9.5,13.3,10.8
2022-05-27,16.0,9.7,12.8,24.2
2022-05-28,14.7,7.3,11.5,0.0
2022-05-29,16.4,9.7,12.7,0.0
2022-05-30,13.4,9.3,11.4,0.0
2022-05-31,17.9,10.8,14.3,0.0
2022-06-01,20.4,10.8,15.8,0.0
2022-06-02,21.6,13.2,17.4,0.0
2022-06-03,16.4,13.3,14.8,47.2
2022-06-04,20.1,11.7,15.2,0.0
2022-06-05,17.8,12.1,14.8,1.9
2022-06-06,17.0,9.5,13.3,0.0
2022-06-07,19.3,8.6,14.6,0.7
2022-06-08,20.0,12.7,15.9,0.0
2022-06-09,14.1,11.9,12.5,11.2
2022-06-10,20.0,12.6,15.8,2.9
2022-06-11,20.1,12.1,15.6,0.0
2022-06-12,17.0,11.1,14.2,0.0
2022-06-13,18.3,11.1,14.3,0.0
2022-06-14,18.7,10.5,14.3,0.0
2022-06-15,16.5,10.6,13.4,0.0
2022-06-16,17.6,11.1,13.9,0.7
2022-06-17,20.2,9.7,14.9,0.0
2022-06-18,17.4,11.6,13.9,2.6
2022-06-19,16.9,11.4,13.9,0.0
2022-06-20,19.5,10.4,15.0,0.0
2022-06-21,18.6,12.1,15.2,0.0
2022-06-22,20.3,13.2,16.3,0.0
2022-06-23,19.5,10.4,15.0,0.0
2022-06-24,23.0,9.5,16.7,0.0
2022-06-25,27.5,13.4,20.9,0.0
2022-06-26,28.2,16.4,22.0,0.0
2022-06-27,28.6,16.3,22.7,0.0
2022-06-28,21.1,14.2,17.3,0.0
2022-06-29,19.3,13.5,16.1,0.0
2022-06-30,22.2,12.2,17.4,0.0
2022-07-01,24.4,13.0,19.3,0.0
2022-07-02,22.8,13.1,18.1,0.0
2022-07-03,15.2,12.7,13.9,1.6
2022-07-04,17.3,12.5,14.2,1.1
2022-07-05,21.6,12.3,17.0,0.0
2022-07-06,22.7,15.8,18.2,0.0
2022-07-07,22.2,15.2,18.0,34.9
2022-07-08,22.3,15.3,18.1,0.0
2022-07-09,21.6,13.5,17.5,0.0
2022-07-10,23.1,14.5,18.3,0.0
2022-07-11,27.4,13.6,20.1,0.0
2022-07-12,25.9,15.4,20.6,0.0
2022-07-13,23.0,14.6,18.9,0.0
2022-07-14,26.9,12.8,19.6,0.0
2022-07-15,20.9,15.6,18.1,0.4
2022-07-16,20.4,15.0,17.3,0.0
2022-07-17,17.8,13.0,15.4,0.0
2022-07-18,19.8,13.9,16.3,0.4
2022-07-19,23.9,12.5,18.4,0.0
2022-07-20,25.6,14.5,20.4,0.0
2022-07-21,25.9,15.7,20.9,0.0
2022-07-22,22.4,14.8,18.1,0.0
2022-07-23,22.4,12.6,17.7,0.0
2022-07-24,23.8,13.8,19.2,0.0
2022-07-25,26.1,16.2,21.2,0.0
2022-07-26,32.4,17.2,24.1,0.0
2022-07-27,32.5,19.7,25.8,0.0
2022-07-28,30.9,19.2,24.7,0.0
2022-07-29,31.3,19.3,25.1,0.0
2022-07-30,29.7,18.7,24.0,0.0
2022-07-31,29.3,18.7,23.6,0.0
2022-08-01,25.8,17.5,21.6,0.0
2022-08-02,23.4,17.0,19.6,0.0
2022-08-03,21.5,15.1,17.9,0.4
2022-08-04,20.4,14.8,17.2,0.0
2022-08-05,22.5,12.6,17.7,0.0
2022-08-06,24.5,14.0,19.5,0.0
2022-08-07,25.5,14.8,20.3,0.0
2022-08-08,26.0,15.3,20.7,0.0
2022-08-09,26.3,16.6,21.2,0.0
2022-08-10,22.2,17.4,19.4,0.0
2022-08-11,23.6,16.1,20.0,0.0
2022-08-12,24.5,14.2,19.5,0.0
2022-08-13,23.2,15.5,18.7,0.0
2022-08-14,25.2,13.6,19.1,0.0
2022-08-15,26.8,14.3,20.5,0.0
2022-08-16,25.6,16.3,21.3,0.0
2022-08-17,27.8,16.3,21.7,0.0
2022-08-18,28.1,16.9,22.7,0.0
2022-08-19,25.4,19.1,22.2,0.0
2022-08-20,26.1,17.6,21.3,0.0
2022-08-21,24.8,18.4,20.6,0.0
2022-08-22,25.4,16.1,20.5,0.0
2022-08-23,24.6,15.0,20.0,0.0
2022-08-24,28.2,16.6,22.3,0.0
2022-08-25,28.3,18.5,23.3,0.0
2022-08-26,19.3,16.1,17.8,0.0
2022-08-27,21.2,14.9,17.5,0.0
2022-08-28,23.2,12.9,17.8,0.0
2022-08-29,25.9,15.0,20.0,0.0
2022-08-30,28.1,15.3,21.5,0.0
2022-08-31,29.3,16.9,22.4,0.0
2022-09-01,26.1,16.5,20.6,0.0
2022-09-02,26.7,14.9,20.8,0.0
2022-09-03,23.0,14.0,18.2,0.0
2022-09-04,18.5,15.1,16.6,3.6
2022-09-05,20.8,12.0,16.3,0.0
2022-09-06,22.7,11.0,17.0,0.0
2022-09-07,22.3,11.8,17.1,0.0
2022-09-08,20.6,11.2,16.0,0.0
2022-09-09,22.4,12.3,16.6,0.0
2022-09-10,26.3,12.4,18.4,0.0
2022-09-11,28.0,13.8,19.6,0.0
2022-09-12,23.2,15.4,18.3,0.0
2022-09-13,20.3,12.9,16.5,0.0
2022-09-14,21.1,13.1,16.7,0.0
2022-09-15,16.3,13.5,15.0,0.0
2022-09-16,19.1,11.5,14.5,0.0
2022-09-17,17.7,9.7,13.6,0.0
2022-09-18,21.3,10.3,15.1,0.0
2022-09-19,21.0,8.5,14.3,0.0
2022-09-20,23.1,12.5,16.8,0.0
2022-09-21,22.7,10.0,15.7,0.0
2022-09-22,21.0,9.1,14.6,0.0
2022-09-23,16.0,12.9,14.4,0.0
2022-09-24,20.1,12.1,15.6,0.0
2022-09-25,22.8,11.1,16.4,0.0
2022-09-26,24.5,11.9,16.8,0.0
2022-09-27,24.3,11.3,17.3,0.0
2022-09-28,20.0,13.8,16.3,0.7
2022-09-29,19.6,13.1,15.6,0.0
2022-09-30,19.4,10.7,14.4,0.0
2022-10-01,21.7,10.6,15.3,0.0
2022-10-02,22.2,10.4,15.7,0.0
2022-10-03,22.4,10.3,15.7,0.0
2022-10-04,20.2,10.2,14.5,0.0
2022-10-05,18.4,11.6,14.4,0.0
2022-10-06,22.1,9.6,14.9,0.0
2022-10-07,20.8,10.6,15.6,0.0
2022-10-08,20.8,10.7,14.8,0.0
2022-10-09,20.1,9.8,14.2,0.0
2022-10-10,19.0,9.8,13.9,0.0
2022-10-11,16.0,8.1,11.8,0.0
2022-10-12,17.5,7.2,11.6,0.0
2022-10-13,19.2,7.9,12.7,0.0
2022-10-14,18.3,7.9,12.7,0.0
2022-10-15,18.9,8.4,12.9,0.0
2022-10-16,19.8,8.3,13.6,0.0
2022-10-17,17.0,9.0,12.6,0.0
2022-10-18,16.7,8.0,11.9,0.0
2022-10-19,16.6,7.2,11.3,0.0
2022-10-20,16.9,8.9,12.2,0.0
2022-10-21,11.8,7.2,9.5,0.8
2022-10-22,11.5,5.9,8.3,0.0
2022-10-23,10.8,4.1,7.7,0.7
2022-10-24,11.0,6.7,8.4,24.8
2022-10-25,8.8,6.2,7.7,25.6
2022-10-26,9.4,4.6,7.3,5.5
2022-10-27,11.3,7.4,9.6,29.6
2022-10-28,13.0,8.0,10.1,9.4
2022-10-29,11.8,7.7,9.6,0.0
2022-10-30,10.1,9.3,9.7,48.4
2022-10-31,11.0,5.4,8.9,3.5
2022-11-01,9.3,2.9,5.5,0.0
2022-11-02,8.7,2.8,4.9,0.0
2022-11-03,4.7,1.7,3.1,21.0
2022-11-04,8.5,3.5,5.8,20.7
2022-11-05,7.9,2.9,5.6,0.0
2022-11-06,4.1,1.3,2.8,14.1
2022-11-07,4.4,0.8,2.8,0.0
2022-11-08,5.3,-1.1,1.7,0.2
2022-11-09,5.5,-3.1,0.7,0.0
2022-11-10,5.1,0.7,2.8,0.0
2022-11-11,6.4,1.4,3.4,0.0
2022-11-12,7.0,0.0,3.3,0.0
2022-11-13,8.0,1.2,4.2,0.0
2022-11-14,8.0,-0.7,2.8,0.0
2022-11-15,6.2,-0.4,2.2,0.0
2022-11-16,4.9,1.8,3.2,0.0
2022-11-17,10.2,1.7,4.9,0.0
2022-11-18,6.6,-1.1,1.8,0.0
2022-11-19,2.9,-3.6,-0.1,0.0
2022-11-20,3.6,-2.7,0.9,0.4
2022-11-21,8.1,1.7,4.7,0.4
2022-11-22,7.2,4.3,6.6,15.5
2022-11-23,8.5,4.0,5.9,0.0
2022-11-24,12.6,3.8,7.1,0.0
2022-11-25,8.6,2.8,7.0,19.5
2022-11-26,7.2,1.1,4.5,4.7
2022-11-27,7.3,2.3,4.4,2.2
2022-11-28,3.5,-2.5,0.4,0.0
2022-11-29,0.0,-3.7,-1.8,6.5
2022-11-30,2.8,-3.4,0.5,6.9
2022-12-01,-1.4,-6.6,-3.8,0.0
2022-12-02,0.9,-7.2,-2.8,0.0
2022-12-03,2.2,-3.1,-0.6,0.0
2022-12-04,1.0,-6.1,-2.3,0.0
2022-12-05,1.0,-3.9,-1.3,0.0
2022-12-06,2.8,0.1,1.0,0.0
2022-12-07,4.7,1.8,3.0,1.6
2022-12-08,5.1,0.7,3.4,5.3
2022-12-09,3.8,1.0,2.5,2.9
2022-12-10,6.6,3.3,5.1,12.8
2022-12-11,7.2,4.4,5.5,0.7
2022-12-12,5.7,0.9,3.2,0.0
2022-12-13,3.4,0.0,2.0,0.0
2022-12-14,5.5,-1.1,2.0,0.0
2022-12-15,3.7,-1.8,-0.0,0.0
2022-12-16,3.2,-1.6,1.0,0.0
2022-12-17,2.9,1.1,1.8,0.0
2022-12-18,1.7,-8.4,-2.6,2.5
2022-12-19,-6.5,-10.5,-8.2,0.0
2022-12-20,-6.6,-8.6,-7.7,3.6
2022-12-21,-7.0,-13.1,-9.5,0.0
2022-12-22,-6.7,-13.1,-9.7,0.0
2022-12-23,0.8,-8.6,-3.5,8.5
2022-12-24,4.8,1.4,3.6,38.1
2022-12-25,5.9,2.3,4.0,19.3
2022-12-26,11.1,5.4,9.1,23.6
2022-12-27,9.8,6.5,8.1,19.0
2022-12-28,7.9,3.9,5.5,0.4
2022-12-29,6.8,3.1,4.9,0.0
2022-12-30,8.8,5.0,6.8,17.2
2022-12-31,8.7,3.2,6.4,0.0
2023-01-01,6.7,2.2,4.8,0.0
2023-01-02,5.7,-0.0,1.8,0.0
2023-01-03,5.3,0.7,2.9,0.0
2023-01-04,7.0,2.6,4.7,0.0
2023-01-05,10.1,6.2,8.1,1.1
2023-01-06,9.7,6.3,8.3,3.6
2023-01-07,8.3,6.9,7.5,3.0
2023-01-08,7.4,4.0,6.2,5.7
2023-01-09,8.5,5.1,7.0,5.4
2023-01-10,10.8,4.6,7.3,2.6
2023-01-11,10.4,1.2,6.1,0.0
2023-01-12,10.3,7.2,8.9,25.0
2023-01-13,11.1,9.7,10.2,10.2
2023-01-14,13.2,6.4,9.2,0.4
2023-01-15,9.0,5.4,7.0,3.6
2023-01-16,7.2,5.8,6.4,24.6
2023-01-17,6.9,5.9,6.4,7.7
2023-01-18,8.0,3.9,6.2,3.3
2023-01-19,6.1,0.1,3.1,0.0
2023-01-20,7.0,2.1,4.4,0.0
2023-01-21,4.4,1.0,2.6,10.3
2023-01-22,5.3,1.9,3.5,0.0
2023-01-23,5.4,2.7,4.0,0.4
2023-01-24,5.9,4.3,5.1,2.3
2023-01-25,6.7,5.1,5.7,0.0
2023-01-26,6.1,4.7,5.3,0.0
2023-01-27,7.2,3.8,5.9,1.1
2023-01-28,7.3,0.7,3.7,0.0
2023-01-29,3.1,-4.3,-0.6,0.0
2023-01-30,1.0,-5.2,-1.8,0.0
2023-01-31,0.8,-1.6,-0.3,1.6
2023-02-01,4.6,0.5,2.3,2.7
2023-02-02,7.3,1.2,3.6,0.0
2023-02-03,7.9,3.5,6.0,9.7
2023-02-04,8.8,6.7,7.7,0.4
2023-02-05,8.4,5.1,6.6,0.4
2023-02-06,7.9,4.1,6.3,6.2
2023-02-07,9.3,5.5,7.1,51.8
2023-02-08,7.1,0.9,4.5,0.0
2023-02-09,8.2,4.2,5.9,3.3
2023-02-10,9.7,3.6,6.9,2.5
2023-02-11,7.0,1.7,4.2,0.0
2023-02-12,5.6,3.8,4.7,5.5
2023-02-13,7.2,2.2,4.4,0.4
2023-02-14,6.0,0.2,2.7,0.0
2023-02-15,5.7,-1.4,2.0,0.0
2023-02-16,5.8,1.9,3.0,7.2
2023-02-17,6.6,1.9,4.0,3.2
2023-02-18,7.6,3.4,5.4,0.0
2023-02-19,8.3,4.3,5.9,0.0
2023-02-20,8.3,5.6,6.7,5.5
2023-02-21,7.7,2.7,5.2,0.4
2023-02-22,2.0,-4.4,-0.3,0.0
2023-02-23,0.3,-5.6,-2.7,0.0
2023-02-24,-0.4,-6.6,-3.4,0.0
2023-02-25,0.8,-4.1,-1.6,1.3
2023-02-26,4.3,-0.2,1.6,5.7
2023-02-27,4.1,-0.1,1.2,2.1
2023-02-28,2.6,-0.1,0.7,1.5
2023-03-01,3.3,-0.3,1.4,2.3
2023-03-02,7.4,1.6,4.0,7.0
2023-03-03,6.1,0.9,3.0,0.0
2023-03-04,5.0,1.4,3.1,0.0
2023-03-05,8.3,0.9,4.0,0.0
2023-03-06,8.9,1.9,5.1,0.0
2023-03-07,9.1,2.6,5.1,0.0
2023-03-08,9.9,0.6,5.1,0.0
2023-03-09,10.5,1.2,5.1,0.0
2023-03-10,7.6,3.5,5.4,0.0
2023-03-11,7.5,3.7,4.9,0.4
2023-03-12,9.3,2.5,5.2,10.3
2023-03-13,9.9,3.6,6.2,9.0
2023-03-14,8.4,1.8,5.0,0.0
2023-03-15,9.0,0.0,5.1,0.0
2023-03-16,9.0,-0.3,4.3,0.0
2023-03-17,11.5,0.9,5.9,0.0
2023-03-18,15.0,3.2,8.3,0.0
2023-03-19,11.8,3.9,8.1,0.0
2023-03-20,10.5,6.6,8.4,0.0
2023-03-21,11.2,4.7,8.1,0.0
2023-03-22,12.4,2.2,7.4,0.0
2023-03-23,7.9,5.1,6.7,2.5
2023-03-24,7.5,3.5,4.9,0.0
2023-03-25,7.8,1.6,4.0,2.5
2023-03-26,7.9,0.6,4.2,0.0
2023-03-27,10.1,1.2,5.7,0.0
2023-03-28,16.9,3.7,9.7,0.0
2023-03-29,15.1,5.0,9.9,0.0
2023-03-30,14.1,3.3,8.3,0.0
2023-03-31,7.8,5.1,6.3,11.1
2023-04-01,9.4,2.2,5.5,0.0
2023-04-02,6.7,2.0,3.8,1.9
2023-04-03,8.9,0.5,4.5,0.0
2023-04-04,9.1,1.8,5.1,0.0
2023-04-05,10.6,0.6,5.9,0.0
2023-04-06,10.0,6.1,8.2,2.7
2023-04-07,12.9,7.5,9.8,5.5
2023-04-08,8.4,6.5,7.2,2.9
2023-04-09,10.8,6.8,8.7,21.0
2023-04-10,10.2,4.5,7.2,1.1
2023-04-11,10.4,4.4,6.7,5.0
2023-04-12,10.6,0.8,6.1,0.0
2023-04-13,10.0,3.2,6.3,0.0
2023-04-14,10.9,1.4,6.5,0.0
2023-04-15,10.4,5.4,7.5,0.8
2023-04-16,8.2,5.1,7.2,6.2
2023-04-17,8.9,3.2,5.6,0.4
2023-04-18,8.1,4.1,5.8,0.8
2023-04-19,9.7,4.2,6.3,0.0
2023-04-20,9.2,3.5,5.3,17.9
2023-04-21,10.7,4.0,7.1,0.0
2023-04-22,11.4,6.0,8.6,4.0
2023-04-23,11.6,7.4,9.4,7.0
2023-04-24,12.3,4.8,8.7,0.0
2023-04-25,13.2,5.8,9.2,0.0
2023-04-26,14.5,7.4,10.0,3.6
2023-04-27,15.4,5.4,10.4,0.0
2023-04-28,19.3,6.9,12.9,0.0
2023-04-29,24.8,8.7,17.0,0.0
2023-04-30,13.8,9.7,12.2,0.0
2023-05-01,14.6,8.0,11.6,0.0
2023-05-02,21.0,9.3,14.4,0.0
2023-05-03,19.5,12.2,15.8,0.0
2023-05-04,19.0,12.1,14.7,0.0
2023-05-05,11.4,9.5,10.2,9.2
2023-05-06,12.8,8.9,10.7,0.0
2023-05-07,16.2,7.2,11.3,0.0
2023-05-08,16.3,6.3,11.9,0.0
2023-05-09,16.4,8.3,12.5,0.0
2023-05-10,19.3,7.4,13.5,0.0
2023-05-11,21.4,9.1,15.4,0.0
2023-05-12,25.6,10.1,17.2,0.0
2023-05-13,27.1,13.4,19.8,0.0
2023-05-14,28.9,14.3,21.2,0.0
2023-05-15,30.8,14.5,22.1,0.0
2023-05-16,24.0,16.4,19.5,0.0
2023-05-17,24.7,13.7,19.0,0.0
2023-05-18,28.6,14.7,21.4,0.0
2023-05-19,24.1,14.2,19.2,0.0
2023-05-20,24.4,13.3,18.8,0.0
2023-05-21,19.1,12.2,15.5,0.0
2023-05-22,16.3,10.7,13.5,0.0
2023-05-23,15.7,10.0,12.9,0.0
2023-05-24,19.9,9.8,14.8,0.0
2023-05-25,22.5,11.0,16.9,0.0
2023-05-26,24.5,13.0,19.0,0.0
2023-05-27,21.8,13.6,17.6,0.0
2023-05-28,21.3,11.8,16.4,0.0
2023-05-29,21.7,10.8,16.3,0.0
2023-05-30,18.2,9.8,13.8,0.0
2023-05-31,18.1,8.5,13.2,0.0
2023-06-01,20.5,9.2,15.0,0.0
2023-06-02,22.6,9.9,16.6,0.0
2023-06-03,22.7,10.5,17.2,0.0
2023-06-04,20.5,12.6,16.6,0.0
2023-06-05,21.0,10.7,16.1,0.0
2023-06-06,24.5,12.3,18.1,0.0
2023-06-07,27.1,11.5,19.5,0.0
2023-06-08,25.2,13.5,19.5,0.0
2023-06-09,17.9,12.2,14.8,3.3
2023-06-10,14.6,11.7,13.0,2.2
2023-06-11,21.5,12.5,16.7,0.0
2023-06-12,24.2,12.8,18.7,0.0
2023-06-13,19.0,12.8,16.2,0.0
2023-06-14,17.8,11.3,13.9,0.0
2023-06-15,21.0,10.3,15.8,0.0
2023-06-16,20.3,13.1,16.2,0.0
2023-06-17,18.7,11.4,14.8,0.0
2023-06-18,16.1,8.5,12.3,0.7
2023-06-19,12.1,8.7,10.7,0.4
2023-06-20,15.3,10.2,12.7,0.0
2023-06-21,18.7,12.3,15.0,0.0
2023-06-22,22.4,10.5,16.5,0.0
2023-06-23,26.1,13.2,19.3,0.0
2023-06-24,20.0,13.2,16.3,0.0
2023-06-25,23.2,11.6,17.2,0.0
2023-06-26,24.2,13.3,18.4,0.0
2023-06-27,24.0,13.7,18.7,0.0
2023-06-28,27.0,14.9,20.4,0.0
2023-06-29,24.8,15.4,20.3,0.0
2023-06-30,24.2,14.8,19.7,0.0
2023-07-01,23.6,12.3,18.3,0.0
2023-07-02,23.1,14.7,19.1,0.0
2023-07-03,24.2,13.3,18.7,0.0
2023-07-04,26.7,14.7,20.7,0.0
2023-07-05,27.8,15.1,21.7,0.0
2023-07-06,28.0,16.5,22.2,0.0
2023-07-07,25.7,15.7,20.5,0.0
2023-07-08,23.5,15.3,19.1,0.0
2023-07-09,24.4,13.6,19.1,0.0
2023-07-10,20.4,13.4,17.1,0.0
2023-07-11,24.2,14.0,18.6,0.0
2023-07-12,25.5,14.0,19.7,0.0
2023-07-13,25.3,14.2,19.8,0.0
2023-07-14,25.8,14.8,20.4,0.0
2023-07-15,29.7,15.0,21.8,0.0
2023-07-16,27.5,15.7,21.4,0.0
2023-07-17,24.7,17.2,20.4,0.0
2023-07-18,24.5,13.3,19.5,0.0
2023-07-19,28.1,15.3,21.8,0.0
2023-07-20,30.5,16.5,23.5,0.0
2023-07-21,26.5,16.4,21.3,0.0
2023-07-22,26.8,14.8,21.0,0.0
2023-07-23,24.2,14.8,20.2,0.0
2023-07-24,18.6,14.4,15.7,3.2
2023-07-25,19.8,12.8,15.5,6.5
2023-07-26,22.1,12.7,17.0,0.0
2023-07-27,23.0,13.5,18.3,0.0
2023-07-28,23.8,14.1,19.0,0.0
2023-07-29,23.3,14.7,18.9,0.0
2023-07-30,23.3,12.0,18.0,0.0
2023-07-31,22.7,12.4,17.9,0.0
2023-08-01,24.8,13.2,19.0,0.0
2023-08-02,23.3,13.4,19.0,0.0
2023-08-03,25.9,14.0,20.3,0.0
2023-08-04,27.9,14.7,21.2,0.0
2023-08-05,26.5,16.0,21.4,0.0
2023-08-06,25.3,16.6,20.4,0.0
2023-08-07,24.6,17.4,20.6,0.0
2023-08-08,23.6,16.9,19.5,0.0
2023-08-09,20.0,16.1,17.8,1.5
2023-08-10,22.3,15.0,17.9,0.0
2023-08-11,24.3,13.2,18.8,0.0
2023-08-12,24.3,16.1,20.4,0.0
2023-08-13,27.1,17.1,21.6,0.0
2023-08-14,26.7,18.4,22.1,0.0
2023-08-15,28.2,17.7,22.2,0.0
2023-08-16,27.1,17.9,21.6,0.0
2023-08-17,25.2,16.8,20.6,0.0
2023-08-18,22.0,14.0,17.5,0.0
2023-08-19,21.2,12.4,16.7,0.0
2023-08-20,20.6,13.3,16.5,0.0
2023-08-21,21.5,11.4,16.2,0.0
2023-08-22,20.6,12.3,16.3,0.0
2023-08-23,21.2,13.0,16.6,0.0
2023-08-24,22.3,11.4,16.6,0.0
2023-08-25,22.6,14.2,17.9,0.0
2023-08-26,27.2,13.9,19.6,0.0
